huggingface_ID,parameters (B),open_llm_average,IFEval,BBH,MATH,GPQA,MUSR,MMLU-Pro,dataset,seed,final_layer_matrix_rank,final_layer_DSE,final_layer_VNE,matrix_rank_arr,DSE_arr,VNE_arr
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,wikipedia,0,709,4.099597930908203,4.4638471603393555,"[293 709 709 709 518 545 579 625 656 679 678 683 694 703 709 709 709 709
 709 709 709 709 709 709 709 709 709 709 709]","[5.389673  4.6561904 4.5493    4.7822948 5.083444  5.228365  5.172327
 5.3812113 5.503271  5.5800095 5.349413  5.2802954 5.435357  5.354023
 5.161534  5.0100775 4.956716  4.966256  4.9685583 4.7405906 4.549646
 4.375152  4.5090466 4.36343   3.9124448 3.582315  3.3935714 2.8140085
 4.099598 ]","[6.9278874 5.603893  5.4158425 5.7404323 6.176807  6.383019  6.250964
 6.576527  6.7654386 6.9042845 6.50255   6.402214  6.6378474 6.517668
 6.225505  6.001539  5.921874  5.940481  5.9508734 5.615683  5.3516836
 5.1167083 5.298699  5.1059246 4.489316  4.0492873 3.809523  3.0865648
 4.463847 ]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,pubmed,0,578,3.590820789337158,3.771310806274414,"[325 578 578 578 476 489 509 540 564 576 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578]","[5.670952  4.897176  4.7161193 4.9501    5.2009306 5.334181  5.2608156
 5.3508043 5.456314  5.5387836 5.3756294 5.2205195 5.286881  5.0598454
 4.81239   4.7248755 4.63204   4.637467  4.588984  4.2944093 4.112771
 3.8476748 4.0100737 3.794671  3.402316  3.0662668 2.8641467 2.4053168
 3.5908208]","[7.3656287 5.9781594 5.691008  6.031143  6.3978634 6.594668  6.429236
 6.5747337 6.752797  6.894744  6.5920124 6.3607817 6.4756136 6.1356597
 5.766474  5.629149  5.4953136 5.506731  5.4389377 5.0173492 4.7672324
 4.4130826 4.628982  4.3423386 3.823887  3.3978112 3.1509757 2.600633
 3.7713108]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,imdb,0,558,4.154302597045898,4.541529655456543,"[292 558 558 558 383 404 421 456 488 506 506 509 519 530 542 547 554 556
 558 558 558 558 558 558 558 558 558 558 558]","[5.518365  4.810037  4.645582  4.824188  5.1004157 5.22462   5.1386423
 5.309139  5.507384  5.5243835 5.256555  5.169399  5.2805204 5.2305813
 5.036358  4.9125853 4.8749948 4.8877497 4.887733  4.7062874 4.5430174
 4.465811  4.6433063 4.534946  4.0718274 3.7269273 3.5519476 3.0758283
 4.1543026]","[7.153699  5.876596  5.6134725 5.8631144 6.2741575 6.4483194 6.265609
 6.5312653 6.8394485 6.8880577 6.4399014 6.3068223 6.479356  6.4041204
 6.1073456 5.9219036 5.8675075 5.892901  5.899066  5.6276484 5.3982887
 5.2906356 5.5352983 5.379353  4.7262363 4.2593837 4.0348005 3.422523
 4.5415297]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,squad,0,830,4.433782577514648,4.845317840576172,"[176 467 490 604 281 302 339 393 460 537 551 570 605 642 680 723 766 807
 828 830 830 830 830 830 830 830 830 830 830]","[5.234286  4.4530463 4.2843127 4.539344  4.762484  4.993297  4.869175
 5.050501  5.140832  5.3016353 5.022822  4.979542  5.1280355 4.973022
 4.825339  4.6870017 4.774144  4.7635036 4.727019  4.5216236 4.2650495
 4.2201834 4.2533307 4.2884207 3.8989413 3.5326953 3.299727  2.9278083
 4.4337826]","[6.744868  5.422219  5.1460886 5.5057592 5.8149614 6.1156096 5.8332114
 6.1052213 6.253268  6.4747276 5.991879  5.926448  6.148582  5.9227967
 5.7118707 5.5087423 5.6377215 5.627855  5.58086   5.286727  4.9334383
 4.8742332 4.9117336 4.976418  4.455224  3.9630039 3.6667116 3.207154
 4.845318 ]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,wikipedia,1,662,3.600285291671753,3.7631611824035645,"[301 662 662 662 521 553 574 620 646 656 655 657 659 661 662 662 662 662
 662 662 662 662 662 662 662 662 662 662 662]","[5.465499  4.803307  4.622352  4.829004  5.1310525 5.2862062 5.156801
 5.3652663 5.5248275 5.55949   5.2290845 5.1511564 5.3024235 5.2211056
 5.0108824 4.8206    4.7854013 4.758567  4.740945  4.5231447 4.227954
 4.089599  4.2055635 3.976616  3.4981556 3.120849  2.9302135 2.445497
 3.6002853]","[7.0614614 5.8359866 5.5373807 5.829735  6.2687254 6.4955177 6.2556486
 6.58201   6.8319864 6.893914  6.345066  6.2249427 6.455721  6.335033
 6.0228667 5.7411346 5.6898046 5.657756  5.637803  5.321914  4.914438
 4.732483  4.8863845 4.5797186 3.942625  3.4610803 3.2275376 2.6439333
 3.7631612]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,pubmed,1,692,4.118139266967773,4.416900634765625,"[387 692 692 692 573 589 613 651 677 687 687 687 689 692 692 692 692 692
 692 692 692 692 692 692 692 692 692 692 692]","[5.797354  5.0006695 4.8408375 5.093984  5.3470883 5.4853554 5.4191093
 5.516423  5.6163077 5.680894  5.5070796 5.3705087 5.4475007 5.2780867
 5.0394893 4.9359818 4.832354  4.8357306 4.781245  4.502754  4.2830005
 3.9966736 4.158541  3.9445913 3.6325598 3.3169258 3.1091616 2.6309268
 4.1181393]","[7.540949  6.0905395 5.838095  6.2076683 6.5800123 6.7853255 6.62101
 6.781101  6.9550347 7.0670033 6.744404  6.545297  6.678733  6.424989
 6.0665636 5.9092073 5.757308  5.7672977 5.691108  5.2860756 4.984001
 4.5964236 4.8118033 4.5253763 4.104322  3.6952143 3.438801  2.8576093
 4.4169006]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,imdb,1,569,3.967639923095703,4.2698869705200195,"[307 569 569 569 464 483 499 526 553 560 560 560 564 567 569 569 569 569
 569 569 569 569 569 569 569 569 569 569 569]","[5.553067  4.860218  4.678873  4.8614287 5.1928678 5.3287635 5.243265
 5.3983274 5.632888  5.606907  5.4022107 5.3056383 5.3985925 5.3713784
 5.169849  5.0468674 4.9560394 4.9533024 4.9348044 4.7503023 4.5723314
 4.521611  4.7027035 4.5942936 4.1626754 3.8259134 3.643106  3.2074265
 3.96764  ]","[7.190614  5.916441  5.623219  5.879383  6.3785367 6.5765095 6.38836
 6.63805   7.017172  6.9994707 6.6500044 6.498888  6.643488  6.604843
 6.296372  6.107781  5.9782414 5.97984   5.95965   5.6857805 5.4330935
 5.36666   5.6201835 5.463068  4.843637  4.3807964 4.1465673 3.5818577
 4.269887 ]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,squad,1,849,4.697061061859131,5.272497177124023,"[288 733 736 818 483 504 535 587 645 721 737 754 783 811 834 847 849 849
 849 849 849 849 849 849 849 849 849 849 849]","[5.429513  4.7433133 4.565646  4.8124423 5.101954  5.3182707 5.247175
 5.428301  5.5761175 5.681643  5.377712  5.2850285 5.3876233 5.276055
 5.098133  4.906049  4.9103975 4.8769236 4.848649  4.640019  4.3816113
 4.346986  4.498658  4.419076  4.034506  3.648405  3.4389825 3.0528393
 4.697061 ]","[7.01087   5.760801  5.472475  5.822888  6.2393403 6.5347567 6.3486075
 6.620046  6.85468   7.0051064 6.492249  6.3533955 6.5087333 6.3385506
 6.081354  5.800438  5.80835   5.766224  5.730134  5.4317355 5.0776663
 5.0345607 5.2373886 5.1406674 4.616985  4.10198   3.8340755 3.3550074
 5.272497 ]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,wikipedia,2,756,4.319565296173096,4.784859657287598,"[284 756 756 756 499 523 553 609 654 687 683 684 704 720 735 743 752 755
 756 756 756 756 756 756 756 756 756 756 756]","[5.287091  4.593059  4.501883  4.772275  5.0400324 5.1767817 5.140542
 5.324007  5.417927  5.5221915 5.2521234 5.153254  5.298829  5.190576
 4.9722257 4.8822336 4.8248262 4.8181896 4.7873535 4.547054  4.34687
 4.0868964 4.193525  4.0687037 3.7697127 3.4095008 3.1740708 2.6723015
 4.3195653]","[6.7732425 5.4873514 5.31615   5.6850166 6.0640078 6.251152  6.1555133
 6.45061   6.6060724 6.787242  6.322438  6.1822257 6.4102755 6.2560663
 5.9334416 5.8030863 5.720992  5.718658  5.680182  5.3352265 5.0628247
 4.7126174 4.849582  4.6837206 4.281468  3.8145912 3.522553  2.9100242
 4.7848597]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,pubmed,2,656,3.867765188217163,4.094256401062012,"[389 656 656 656 565 580 599 625 646 653 653 653 655 656 656 656 656 656
 656 656 656 656 656 656 656 656 656 656 656]","[5.860455  5.0724244 4.8990707 5.1465425 5.381281  5.5074954 5.421907
 5.492308  5.6179953 5.6695995 5.495736  5.382244  5.4370804 5.2259398
 4.9977655 4.9075418 4.784705  4.793484  4.7322645 4.4478326 4.2550373
 3.9972506 4.180186  3.9709785 3.6356852 3.354823  3.135624  2.6389213
 3.8677652]","[7.647339  6.209253  5.9370933 6.303259  6.6530952 6.844253  6.657892
 6.7718053 6.9797087 7.071848  6.7497597 6.5800767 6.673927  6.355335
 6.01357   5.872094  5.6926904 5.7101984 5.6237235 5.2130113 4.9483213
 4.6018867 4.84822   4.5682707 4.116335  3.7510207 3.479218  2.8729
 4.0942564]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,imdb,2,668,4.039102077484131,4.349128723144531,"[356 668 668 668 562 585 600 628 651 658 659 660 662 666 667 668 668 668
 668 668 668 668 668 668 668 668 668 668 668]","[5.7003703 5.003043  4.807782  5.0113544 5.359434  5.512668  5.4218984
 5.5930777 5.7904506 5.791175  5.5584555 5.4438825 5.554826  5.480663
 5.2844386 5.15262   5.048092  5.0262156 5.0092945 4.7933435 4.6263824
 4.514711  4.7067337 4.571563  4.139574  3.7772563 3.555029  3.0720856
 4.039102 ]","[7.40617   6.1118746 5.7991734 6.083625  6.609906  6.838902  6.634675
 6.9092546 7.231656  7.253572  6.855652  6.6767693 6.8510966 6.7373986
 6.4370475 6.233385  6.081228  6.0542383 6.0339274 5.71503   5.480812
 5.3265514 5.592163  5.3979244 4.7822804 4.292062  4.014129  3.3999372
 4.3491287]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,squad,2,646,4.0979156494140625,4.5257487297058105,"[103 339 352 445 178 201 238 282 319 363 374 385 414 450 486 514 543 574
 597 605 612 625 635 646 646 646 646 646 646]","[4.772779  3.942609  3.818113  3.9997208 4.177309  4.3971124 4.2427464
 4.4264655 4.469858  4.6534076 4.287141  4.286339  4.4824467 4.412617
 4.238881  4.1247444 4.2067623 4.2079196 4.182625  4.005262  3.8169737
 3.7768066 3.807882  3.8676941 3.3630948 2.984878  2.7502112 2.3510032
 4.0979156]","[6.0553184 4.737352  4.5335674 4.763213  4.9960494 5.2731013 4.974682
 5.2340574 5.292638  5.5534973 4.9807067 4.985225  5.2679067 5.1666684
 4.9317403 4.7719193 4.8922186 4.894223  4.8622074 4.6220493 4.3690963
 4.3191814 4.35213   4.44656   3.7930193 3.313282  3.0241523 2.5433927
 4.5257487]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,wikipedia,3,842,4.0843281745910645,4.470951080322266,"[257 840 842 842 523 562 612 687 749 793 784 790 817 833 842 842 842 842
 842 842 842 842 842 842 842 842 842 842 842]","[5.0501676 4.3832083 4.2759247 4.531706  4.820817  5.011753  4.961919
 5.219009  5.3416634 5.4834805 5.202115  5.11798   5.2587457 5.1558332
 4.9681277 4.849669  4.8420525 4.805084  4.7979584 4.5854464 4.232557
 3.9435053 4.027756  3.8305345 3.511143  3.17848   2.9161458 2.3952045
 4.084328 ]","[6.398056  5.1774716 4.990138  5.3323054 5.727938  5.994671  5.8851566
 6.2669244 6.4586253 6.6856184 6.2156625 6.095837  6.310953  6.170991
 5.8965592 5.7279816 5.719223  5.67488   5.66944   5.3653216 4.882075
 4.4995384 4.604077  4.348541  3.9356096 3.5128284 3.1953037 2.574689
 4.470951 ]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,pubmed,3,656,3.8546926975250244,4.089538097381592,"[400 656 656 656 554 568 584 614 641 653 655 656 656 656 656 656 656 656
 656 656 656 656 656 656 656 656 656 656 656]","[5.8534408 5.0395794 4.865816  5.1106133 5.3621516 5.5049105 5.443349
 5.503335  5.620733  5.6566153 5.4864116 5.349367  5.3936424 5.2088456
 4.963455  4.8723116 4.743623  4.77089   4.7202854 4.419413  4.269891
 4.036975  4.2486773 4.0717793 3.7631786 3.4906738 3.2844868 2.787653
 3.8546927]","[7.625066  6.149547  5.8758216 6.2353334 6.610344  6.8273478 6.669686
 6.774539  6.9776573 7.045367  6.729084  6.524472  6.604875  6.3286495
 5.9610147 5.8207273 5.634384  5.6787076 5.607435  5.1731415 4.969108
 4.653522  4.939367  4.70071   4.276565  3.9152327 3.6596859 3.0467155
 4.089538 ]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,imdb,3,638,4.371545791625977,4.8289031982421875,"[337 638 638 638 524 544 563 595 618 627 627 629 631 635 637 637 638 638
 638 638 638 638 638 638 638 638 638 638 638]","[5.670876  4.9849186 4.806272  4.992416  5.2893467 5.45969   5.3674645
 5.5303497 5.6942177 5.7166204 5.477339  5.357077  5.4576297 5.4196644
 5.229223  5.084648  5.0435295 5.040196  5.021142  4.790577  4.6461086
 4.642594  4.8797417 4.7927375 4.3524847 4.0285983 3.781159  3.2825818
 4.371546 ]","[7.364855  6.1026783 5.816168  6.0808287 6.5263405 6.7791433 6.58077
 6.8355355 7.0953655 7.147118  6.7418613 6.5528307 6.70692   6.6491046
 6.3555913 6.135183  6.0747976 6.0782747 6.056541  5.7126336 5.511245
 5.5078583 5.844014  5.7215815 5.0918097 4.643657  4.3209515 3.6730285
 4.828903 ]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,squad,3,641,4.237180233001709,4.562239646911621,"[209 573 575 634 347 363 393 434 492 567 578 593 617 635 640 641 641 641
 641 641 641 641 641 641 641 641 641 641 641]","[5.293815  4.619735  4.4284177 4.631998  4.8677945 5.062779  4.946192
 5.1222343 5.3142457 5.434621  5.1047187 5.02629   5.1697583 5.0733986
 4.8800936 4.758978  4.767795  4.7361474 4.7104506 4.4850035 4.2511396
 4.1939716 4.287878  4.281103  3.794502  3.4418721 3.2139165 2.8082466
 4.23718  ]","[6.8289456 5.640408  5.330897  5.6059065 5.9401627 6.203977  5.9552155
 6.212266  6.50735   6.6835976 6.133412  6.02095   6.2362223 6.0931506
 5.813514  5.637516  5.654026  5.6168704 5.585     5.2591534 4.9366336
 4.859863  4.9805326 4.9781923 4.3205457 3.8597884 3.5718462 3.0681045
 4.5622396]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,wikipedia,4,662,3.8944664001464844,4.1650238037109375,"[312 662 662 662 537 566 589 629 651 659 658 658 660 661 662 662 662 662
 662 662 662 662 662 662 662 662 662 662 662]","[5.5096817 4.852665  4.753625  4.9585996 5.2045555 5.3397155 5.286267
 5.4935775 5.6520286 5.667294  5.4710903 5.3696346 5.475773  5.386367
 5.1741962 5.0547075 4.9672985 4.9545345 4.947814  4.681096  4.468883
 4.292796  4.3991275 4.216276  3.7510018 3.366801  3.1683471 2.694526
 3.8944664]","[7.114129  5.8901715 5.7124043 6.009719  6.366138  6.562649  6.43443
 6.7617064 7.017757  7.053156  6.7098927 6.5508747 6.71742   6.579718
 6.257119  6.077486  5.948346  5.9363084 5.932209  5.5390177 5.246802
 5.009402  5.1498    4.903023  4.2719026 3.7678933 3.5214102 2.9386473
 4.165024 ]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,pubmed,4,706,4.011604309082031,4.277668476104736,"[430 706 706 706 601 618 637 672 697 705 706 706 706 706 706 706 706 706
 706 706 706 706 706 706 706 706 706 706 706]","[5.9535947 5.1200404 4.951572  5.1721015 5.435696  5.5752583 5.4849195
 5.5504994 5.678094  5.7418566 5.5681367 5.4349623 5.4992723 5.2974086
 5.059252  4.952377  4.8564606 4.866714  4.804106  4.4907007 4.2884784
 3.9964006 4.1714926 3.9607108 3.6334157 3.3057647 3.0890806 2.5977516
 4.0116043]","[7.774761  6.2607245 5.9963613 6.3169374 6.711396  6.9204845 6.7211146
 6.8320374 7.048106  7.1619673 6.837205  6.638206  6.7512326 6.4479218
 6.0917163 5.9268904 5.7859516 5.8070393 5.718998  5.265665  4.9867144
 4.591793  4.8250175 4.54556   4.1072497 3.6828554 3.4161904 2.8192532
 4.2776685]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,imdb,4,962,4.351993560791016,4.710679054260254,"[475 962 962 962 710 741 770 827 887 921 921 920 933 947 957 959 962 962
 962 962 962 962 962 962 962 962 962 962 962]","[5.867675  5.1465564 4.9431696 5.1581326 5.513427  5.6844893 5.5572305
 5.7130623 5.9601445 5.9719005 5.7169695 5.6355815 5.7638435 5.7033944
 5.5351677 5.378133  5.2743263 5.2641473 5.2399783 5.033394  4.8019
 4.657293  4.842381  4.6912384 4.255061  3.9190953 3.7340577 3.235183
 4.3519936]","[7.632168  6.2544556 5.929448  6.2260957 6.751497  7.0041757 6.7414036
 6.9855657 7.388952  7.4339337 6.994223  6.867735  7.0665174 6.9774218
 6.719677  6.480646  6.334185  6.32768   6.3011255 5.9927444 5.6659737
 5.467282  5.7206445 5.509737  4.8970385 4.444693  4.2122254 3.5791826
 4.710679 ]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.0,14.99,40.38,7.88,19.56,3.91,3.55,14.68,squad,4,817,4.289081573486328,4.7637200355529785,"[124 375 400 529 205 221 251 294 342 398 412 426 463 503 543 584 624 660
 690 704 716 732 748 777 797 808 816 817 817]","[4.8280354 4.059159  3.9625022 4.163641  4.357586  4.557785  4.4222393
 4.5990567 4.6749406 4.8831415 4.567476  4.513883  4.7514415 4.704275
 4.4769144 4.406548  4.4787474 4.462873  4.4746885 4.2539544 4.084275
 3.9893982 3.9968925 4.1189065 3.6173038 3.2136467 2.983798  2.6097972
 4.2890816]","[6.1182714 4.858974  4.7007117 4.955284  5.204422  5.4575734 5.1904335
 5.4503183 5.5567527 5.8538976 5.3416157 5.2718296 5.6131835 5.553454
 5.2376757 5.137462  5.24168   5.2198367 5.243254  4.935247  4.707194
 4.582547  4.5843067 4.7628965 4.1055617 3.5835934 3.2997322 2.8410032
 4.76372  ]"
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8.0,13.06,37.82,5.33,21.98,0.67,0.46,12.1,wikipedia,0,698,5.856317043304443,7.326671600341797,"[297 698 592 663 684 694 698 698 698 698 698 698 698 698 698 698 698 698
 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698]","[5.3502574 5.1832623 5.6111927 5.695389  5.745157  5.8725004 5.9177456
 5.885414  5.9238405 5.9184694 5.8729477 5.9007964 5.8605337 5.6207447
 5.57981   5.679673  5.6395974 5.557593  5.6515656 5.656625  5.695019
 5.758753  5.75165   5.754378  5.759233  5.753003  5.774068  5.735795
 5.655879  5.6026955 5.513146  5.3760343 5.856317 ]","[6.9373302 6.4512153 7.074917  7.2172413 7.272759  7.4513535 7.509855
 7.441941  7.491416  7.475426  7.3919163 7.43843   7.380054  6.987149
 6.916143  7.077606  7.007259  6.893095  7.030623  7.040966  7.1047945
 7.2160583 7.1885357 7.1910634 7.198768  7.1980066 7.2302437 7.1719356
 7.0525675 6.9695253 6.827695  6.616572  7.3266716]"
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8.0,13.06,37.82,5.33,21.98,0.67,0.46,12.1,pubmed,0,577,5.7694268226623535,7.231614112854004,"[325 577 534 574 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577]","[5.617574  5.4067903 5.665178  5.702226  5.7674103 5.833476  5.8511114
 5.8235106 5.8115387 5.7850676 5.7584276 5.7774153 5.713703  5.5530434
 5.537122  5.640173  5.622632  5.558667  5.6475205 5.6544366 5.6678514
 5.722524  5.712515  5.738057  5.7381063 5.7308865 5.7536836 5.71323
 5.6382437 5.599489  5.5018034 5.405922  5.769427 ]","[7.3576083 6.8425317 7.1988444 7.2674456 7.3557506 7.440124  7.462599
 7.4047256 7.3785243 7.3289623 7.274848  7.3026595 7.201808  6.932659
 6.904258  7.071761  7.0329156 6.9477587 7.080193  7.0993376 7.127081
 7.2215824 7.187433  7.2286406 7.2276335 7.2240033 7.2609196 7.198394
 7.0813417 7.022823  6.8683443 6.714264  7.231614 ]"
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8.0,13.06,37.82,5.33,21.98,0.67,0.46,12.1,imdb,0,547,5.690772533416748,7.139491081237793,"[292 547 490 521 538 546 547 547 547 547 547 547 547 547 547 547 547 547
 547 547 547 547 547 547 547 547 547 547 547 547 547 547 547]","[5.4724083 5.3118467 5.5988655 5.639686  5.6868362 5.778824  5.7802243
 5.787005  5.787957  5.7850885 5.734516  5.757656  5.7497625 5.6559954
 5.5837274 5.65278   5.6510086 5.5997634 5.6419907 5.6457267 5.6996474
 5.731143  5.70767   5.714367  5.70473   5.6933784 5.6997976 5.6592846
 5.6125603 5.5374866 5.438489  5.32827   5.6907725]","[7.1436396 6.7216415 7.1389055 7.2043433 7.262245  7.3874607 7.373344
 7.3658085 7.3529043 7.3419843 7.2510524 7.286647  7.2828455 7.12552
 6.999192  7.116749  7.1083484 7.039157  7.097528  7.109722  7.2005644
 7.258239  7.212757  7.2225647 7.2078357 7.197074  7.2031336 7.142582
 7.075987  6.9584765 6.798028  6.618561  7.139491 ]"
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8.0,13.06,37.82,5.33,21.98,0.67,0.46,12.1,squad,0,818,5.778375148773193,7.169535160064697,"[174 674 289 440 539 612 767 817 818 818 818 818 818 818 818 818 818 818
 818 818 818 818 818 818 818 818 818 818 818 818 818 818 818]","[5.1851716 4.9210854 5.1873612 5.2561436 5.199462  5.353269  5.4563146
 5.4572864 5.5552416 5.5921955 5.6066794 5.6541066 5.6320233 5.500129
 5.472104  5.5651026 5.5820312 5.5099926 5.510576  5.52083   5.549953
 5.615359  5.572105  5.5706635 5.5047193 5.5146837 5.463401  5.4844313
 5.4010825 5.3377614 5.3310394 5.195038  5.778375 ]","[6.7237597 6.189239  6.561955  6.5983086 6.430444  6.589137  6.684358
 6.6649504 6.8030143 6.8395996 6.8583193 6.940126  6.909574  6.694705
 6.649224  6.7838807 6.8073273 6.711873  6.6979837 6.71993   6.7708535
 6.8874855 6.7954493 6.8023453 6.7025304 6.7320957 6.6458592 6.690773
 6.5612626 6.4691405 6.4685326 6.25775   7.169535 ]"
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8.0,13.06,37.82,5.33,21.98,0.67,0.46,12.1,wikipedia,1,651,5.66261625289917,7.029296875,"[299 651 578 638 649 651 651 651 651 651 651 651 651 651 651 651 651 651
 651 651 651 651 651 651 651 651 651 651 651 651 651 651 651]","[5.406153  5.2418046 5.622493  5.683891  5.718088  5.8400555 5.87827
 5.8361063 5.866847  5.845658  5.8160305 5.857937  5.835441  5.5996375
 5.570898  5.6817603 5.6326876 5.537364  5.600963  5.600109  5.615699
 5.676992  5.652784  5.6252174 5.599767  5.578945  5.599124  5.51863
 5.415312  5.3719077 5.25705   5.1190352 5.6626163]","[7.042517  6.5655603 7.102688  7.2123904 7.248125  7.4190226 7.473648
 7.3842125 7.4217587 7.378849  7.3209934 7.3907485 7.3625946 6.97682
 6.921849  7.102033  7.0155025 6.877216  6.968236  6.970556  6.9985313
 7.1036158 7.045643  6.9977717 6.953833  6.927396  6.9584913 6.8318586
 6.672018  6.6067595 6.4288416 6.21945   7.029297 ]"
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8.0,13.06,37.82,5.33,21.98,0.67,0.46,12.1,pubmed,1,683,5.996125221252441,7.565560340881348,"[390 683 631 670 678 682 683 683 683 683 683 683 683 683 683 683 683 683
 683 683 683 683 683 683 683 683 683 683 683 683 683 683 683]","[5.7622356 5.561609  5.8179245 5.8351307 5.895726  5.95118   5.9786434
 5.935488  5.9285707 5.9087176 5.8983383 5.9284515 5.877193  5.7306623
 5.683911  5.768302  5.7564893 5.6947985 5.7636952 5.785821  5.830558
 5.8875647 5.8668256 5.8945312 5.898095  5.907477  5.934854  5.913283
 5.833952  5.808712  5.733953  5.615954  5.996125 ]","[7.56379   7.0441713 7.410821  7.4504776 7.529558  7.5916553 7.626168
 7.541044  7.521494  7.479912  7.4524274 7.500673  7.4222326 7.173229
 7.0915117 7.2284036 7.1986485 7.1205177 7.220169  7.264726  7.3431697
 7.443033  7.388645  7.433468  7.437589  7.4626827 7.506689  7.4761114
 7.353756  7.3169994 7.1974974 7.009948  7.5655603]"
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8.0,13.06,37.82,5.33,21.98,0.67,0.46,12.1,imdb,1,567,5.6771650314331055,7.073940753936768,"[307 567 540 560 567 567 567 567 567 567 567 567 567 567 567 567 567 567
 567 567 567 567 567 567 567 567 567 567 567 567 567 567 567]","[5.4901013 5.383333  5.699412  5.715912  5.7886667 5.8825846 5.874338
 5.8651295 5.872019  5.8647656 5.7973347 5.822026  5.816018  5.697994
 5.668141  5.7609434 5.729974  5.6830335 5.721714  5.7351484 5.7792425
 5.8117285 5.771319  5.774306  5.7581964 5.7364974 5.7508783 5.6831017
 5.63069   5.5605245 5.4550333 5.3277283 5.677165 ]","[7.1518993 6.785448  7.2501254 7.29072   7.3982677 7.5361238 7.5115128
 7.477948  7.477313  7.4603424 7.3381557 7.3782334 7.377282  7.181739
 7.12405   7.2774725 7.2139387 7.153618  7.2062674 7.2349186 7.3099403
 7.3676934 7.290347  7.2938066 7.268662  7.2405515 7.2620153 7.154826
 7.0773306 6.967941  6.7971654 6.585665  7.0739408]"
